id,name,brand,manufacturer,upc,ean,type,currency,price,priceMin,priceMax,orderable,ats,stockLevel,primaryCategoryId,shortDescription,longDescription,pageTitle,pageDescription,pageKeywords,variationAttributes,variantCount,imageCount,primaryImage,slug
25589556M,Sleeveless Pleated Front Blouse,,,,,master,USD,74,,,true,600,600,womens-clothing-tops,This sleeveless pleated front blouse is an incredibly versatile blouse. We love it from nine-to-five and beyond.,This sleeveless pleated front blouse is an incredibly versatile blouse. We love it from nine-to-five and beyond.,Sleeveless Pleated Front Blouse,This sleeveless pleated front blouse is an incredibly versatile blouse.  We love it from nine-to-five and beyond.,,color=Surf; size=6|8|10|12|14|16,6,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw93a5d5b4/images/large/PG.10230464.JJG94A0.PZ.jpg,
25591540M,Belted Boat Neck Sleeve Top,,,,,master,USD,74,,,true,400,400,womens-clothing-tops,Easy style starts with a great top. This beautiful top with boat neck can be worn with pants and skirts. Pair with a classic white pant and you are good to go.,Easy style starts with a great top. This beautiful top with boat neck can be worn with pants and skirts. Pair with a classic white pant and you are good to go.,Belted Boat Neck Sleeve Top,Easy style starts with a great top.  This beautiful top with boat neck can be worn with pants and skirts.  Pair with a classic white pant and you are good to go.,,color=Ink; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwc116c924/images/large/PG.10236686.JJIX2XX.PZ.jpg,
25592343M,Polka Dot Ruffle Front Button Down Shirt,,,,,master,USD,74,,,true,400,400,womens-clothing-tops,We are obsessed with this polka dot ruffle front sleeveless blouse. It's perfect from desk-to-dinner!,We are obsessed with this polka dot ruffle front sleeveless blouse. It's perfect from desk-to-dinner!,Polka Dot Ruffle Front Button Down Shirt,We are obsessed with this polka dot ruffle front sleeveless blouse. It's perfect from desk-to-dinner!,,color=Dark Stone & White; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw08a12f7d/images/large/PG.10236410.JJ0MFA0.PZ.jpg,
25592408M,3/4 Sleeve Tunic,,,,,master,USD,99,,,true,600,600,womens-clothing-tops,"If you are looking for something to wear as the weather warms up, this tunic will be perfect.","If you are looking for something to wear as the weather warms up, this tunic will be perfect.",3/4 Sleeve Tunic,"If you are looking for something to wear as the weather warms up, this tunic will be perfect.",,color=Hot Pink & White|Tundra & Natural; size=S|M|L|XL,6,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwe87f764c/images/large/PG.10217321.JJ8YKA0.PZ.jpg,
25565418M,Pleated Button Down,,,,,master,USD,74,,,true,500,500,womens-clothing-tops,Update your wardrobe with this linen pleated button down. Add a new piece of Commerce Cloud Store jewelry and you will look fabulous.,Update your wardrobe with this linen pleated button down. Add a new piece of Commerce Cloud Store jewelry and you will look fabulous.,Pleated Button Down,Update your wardrobe with this linen pleated button down.  Add a new piece of Commerce Cloud Store jewelry and you will look fabulous.,,color=White; size=XS|S|M|L|XL,5,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw18a61908/images/large/PG.10224616.JJI15XX.PZ.jpg,
25565139M,Swing Tank,,,,,master,USD,59,,,true,1000,1000,womens-clothing-tops,This relaxed fit tank with a ribbed inset is a perfect way to update your wardrobe for a new season.,This relaxed fit tank with a ribbed inset is a perfect way to update your wardrobe for a new season.,Swing Tank,This relaxed fit tank with a ribbed inset is a perfect way to update your wardrobe for a new season.,,color=Black|dk meadown rose; size=XS|S|M|L|XL,10,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw531093fd/images/large/PG.10236970.JJ169XX.PZ.jpg,
25593676M,Sleeveless Tank,,,,,master,USD,49,,,true,397,397,womens-clothing-tops,Wear alone or layer with a cardigan for a perfect look!,Wear alone or layer with a cardigan for a perfect look!,Sleeveless Tank,Wear alone or layer with a cardigan for a perfect look!,,color=White; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw64a154c7/images/large/PG.10245822.JJI15XX.PZ.jpg,
25688482M,Sleeveless Twist Neck Blouse,,,,,master,USD,74,,,true,600,600,womens-clothing-tops,Wow! This sleeveless twist neck blouse looks great with the crochet cardigan! A great way to get noticed at the office!,Wow! This sleeveless twist neck blouse looks great with the crochet cardigan! A great way to get noticed at the office!,Sleeveless Twist Neck Blouse,Wow! This sleeveless twist neck blouse looks great with the crochet cardigan! A great way to get noticed at the office!,,color=Light Grey; size=6|8|10|12|14|16,6,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw2811d86c/images/large/PG.10228181.JJ0TWXX.PZ.jpg,
25591608M,Boat Neck Knit with Belt,,,,,master,USD,74,,,true,400,400,womens-clothing-tops,"Crisp, classic and casually chic. Pair this boat neck with a great Commerce Cloud Store jacket.","Crisp, classic and casually chic. Pair this boat neck with a great Commerce Cloud Store jacket.",Boat Neck Knit with Belt,"Crisp, classic and casually chic.  Pair this boat neck with a great Commerce Cloud Store jacket.",,color=Surf; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw29d88b40/images/large/PG.10241403.JJG94A0.PZ.jpg,
25592373M,Beaded Tank,,,,,master,USD,79,,,true,400,400,womens-clothing-tops,A casual tank for all of your layering needs in a great neutral color. This color looks good on everyone!,A casual tank for all of your layering needs in a great neutral color. This color looks good on everyone!,Beaded Tank,A casual tank for all of your layering needs in a great neutral color.  This color looks good on everyone!,,color=Dark Stone; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw70fde0cc/images/large/PG.10239762.JJ6BZXX.PZ.jpg,
25534901M,Worn Gold Dangle Earring,,,,,master,USD,20,,,true,76,76,womens-jewelry-earrings,These earrings are sophisticated and fun. Looks great with a dark color shirt.,These earrings are sophisticated and fun. Looks great with a dark color shirt.,Worn Gold Dangle Earring,These earrings are sophisticated and fun. Looks great with a dark color shirt.,,color=Gold,1,3,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw7df25f30/images/large/PG.79942169.JJB84A0.PZ.jpg,
25591617M,Scoop Neck Knit Top,,,,,master,USD,79,,,true,1200,1200,womens-clothing-tops,Our classic layering piece is perfect for any season. Wear it on its own or under a great Commerce Cloud Store jacket.,Our classic layering piece is perfect for any season. Wear it on its own or under a great Commerce Cloud Store jacket.,Scoop Neck Knit Top,Our classic layering piece is perfect for any season.  Wear it on its own or under a great Commerce Cloud Store jacket.,,color=White|Ink|Cerise; size=S|M|L|XL,12,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw0de7962a/images/large/PG.10242904.JJ2DGXX.PZ.jpg,
25593032M,Zip Front Jacket,,,,,master,USD,219,,,true,700,700,womens-clothing-jackets,Impeccably styled zip front jacket. This item is great for work and can even be worn casually with dark denim.,Impeccably styled zip front jacket. This item is great for work and can even be worn casually with dark denim.,Zip Front Jacket,Impeccably styled zip front jacket. This item is great for work and can even be worn casually with dark denim.,,color=Slate Multi; size=4|6|8|10|12|14|16,7,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwc635eaa8/images/large/PG.10233393.JJ6JUXX.PZ.jpg,
25720424M,Floral Ruffly Seam Party Dress,,,,,master,USD,138,,,true,699,699,womens-clothing-dresses,The perfect floral dress for any occasion!,The perfect floral dress for any occasion!,Floral Ruffly Seam Party Dress,The perfect floral dress for any occasion!,,color=Aloe Multi; size=4|6|8|10|12|14|16,7,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw95f498de/images/large/PG.10245958.JJ1VQXX.PZ.jpg,
25565540M,Relaxed Fit Jacket,,,,,master,USD,109,,,true,500,500,womens-clothing-jackets,The simplicity and elegance of this jacket will amaze you. Its soft hand and classic shape make it just right for you.,The simplicity and elegance of this jacket will amaze you. Its soft hand and classic shape make it just right for you.,Relaxed Fit Jacket,The simplicity and elegance of this jacket will amaze you.  Its soft hand and classic shape make it just right for you.,,color=dk sprout & toast; size=XS|S|M|L|XL,5,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwdc437b13/images/large/PG.10224848.JJ0RWXX.PZ.jpg,
25720078M,3 Strand Drop Necklace,,,,,master,USD,36,,,true,87,87,womens-jewelry-necklaces,Vintage inspired with an irresistibly modern twist. This chic necklace features strands of burnished chains accented with green and gold dangle stones. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,Vintage inspired with an irresistibly modern twist. This chic necklace features strands of burnished chains accented with green and gold dangle stones. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,3 Strand Drop Necklace,Vintage inspired with an irresistibly modern twist. This chic necklace features strands of burnished chains accented with green and gold dangle stones. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,,color=Blue,1,3,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw39a369ab/images/large/PG.60119292.JJ276XX.PZ.jpg,
25050736M,Platinum Blue Stripes Easy Care Fitted Shirt ,,,,,master,USD,75,,,true,697,697,womens-clothing-tops,Love our easy care solid shirting? Then give our stripes a try! This subtle blue stripe is a nice option to have in your closet for workplace wear and it even has a bit of stretch for extra comfort.,Love our easy care solid shirting? Then give our stripes a try! This subtle blue stripe is a nice option to have in your closet for workplace wear and it even has a bit of stretch for extra comfort.,Platinum Blue Stripes Easy Care Fitted Shirt ,Love our easy care solid shirting? Then give our stripes a try! This subtle blue stripe is a nice option to have in your closet for workplace wear and it even has a bit of stretch for extra comfort.,,color=White; size=4|6|8|10|12|14|16,7,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwb43f1868/images/large/PG.10123215.JJV61XX.PZ.jpg,
25599653M,Silver Button Earrings,,,,,master,USD,22,,,true,98,98,womens-jewelry-earrings,Brighten your day with this silver button earrings. Pair with its matching necklace and enjoy them all year round. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,Brighten your day with this silver button earrings. Pair with its matching necklace and enjoy them all year round. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,Silver Button Earrings,Brighten your day with this silver button earrings. Pair with its matching necklace and enjoy them all year round. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,,color=Silver Ox,1,3,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwf4d54299/images/large/PG.60108572.JJNY2XX.PZ.jpg,
25720842M,Cut Away Tank,,,,,master,USD,54,,,true,400,400,womens-clothing-tops,This is a must have for your wardrobe! The cut away tank decorates this great blouse and adds an extra glam touch. Perfect under a cami for a night out!,This is a must have for your wardrobe! The cut away tank decorates this great blouse and adds an extra glam touch. Perfect under a cami for a night out!,Cut Away Tank,This is a must have for your wardrobe! The cut away tank decorates this great blouse and adds an extra glam touch. Perfect under a cami for a night out!,,color=Multi; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw66465e08/images/large/PG.10258670.JJZ01XX.PZ.jpg,
25534894M,Chunky Dangle Necklace,,,,,master,USD,42,,,true,95,95,womens-jewelry-necklaces,This necklace sits perfectly and looks great with a dark top. Pair with the matching stretch bracelet for a perfect look!,This necklace sits perfectly and looks great with a dark top. Pair with the matching stretch bracelet for a perfect look!,Chunky Dangle Necklace,This necklace sits perfectly and looks great with a dark top. Pair with the matching stretch bracelet for a perfect look!,,color=Black,1,3,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw9d9131e3/images/large/PG.79942335.JJ169XX.PZ.jpg,
25502629M,Braid Trimmed Cardigan,,,,,master,USD,82.99,,,true,400,400,womens-clothing-tops,"We love this new jacket replacement,perfect for pairing with skirts or slacks.","We love this new jacket replacement,perfect for pairing with skirts or slacks.",Braid Trimmed Cardigan,"We love this new jacket replacement,perfect for pairing with skirts or slacks.",,color=Black Multi; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwcaff6c5f/images/large/PG.10214607.JJQ07XX.PZ.jpg,
25484265M,Long Sleeve V-Neck Sweater,,,,,master,USD,61.99,,,true,397,397,womens-clothing-tops,This cotton blend mitered pattern sweater is a great add on to any Commerce Cloud Store outfit!,This cotton blend mitered pattern sweater is a great add on to any Commerce Cloud Store outfit!,Long Sleeve V-Neck Sweater,This cotton blend mitered pattern sweater is a great add on to any Commerce Cloud Store outfit!,,color=Zinc Heather; size=S|M|L|XL,4,3,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw71bd0238/images/large/PG.10229590.JJS91B6.PZ.jpg,
25502296M,Shimmer Blouse,,,,,master,USD,65.99,,,true,1200,1200,womens-clothing-tops,The added shimmer to this blouse makes it a perfect top for nine-to-five and beyond. The front seam detailing is a slenderizing touch!,The added shimmer to this blouse makes it a perfect top for nine-to-five and beyond. The front seam detailing is a slenderizing touch!,Shimmer Blouse,The added shimmer to this blouse makes it a perfect top for nine-to-five and beyond. The front seam detailing is a slenderizing touch!,,color=Chino|Fennel; size=4|6|8|10|12|14|16,12,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwd13f6c50/images/large/PG.10220987.JJ493XX.PZ.jpg,
25518101M,Long Sleeve Embellished Boat Neck Top,,,,,master,USD,28.99,,,true,794,794,womens-clothing-tops,We took this classic boat neck and updated it with scroll embroidery.,We took this classic boat neck and updated it with scroll embroidery.,Long Sleeve Embellished Boat Neck Top,We took this classic boat neck and updated it with scroll embroidery.,,color=Begonia Pink|Grey Heather; size=S|M|L|XL,8,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwe32ab8b0/images/large/PG.10217069.JJ5QZXX.PZ.jpg,
25589059M,Tie Front Printed Blouse,,,,,master,USD,80.99,,,true,100,100,womens-clothing-tops,We are obsessed with this tie front printed blouse. Pair it with a great Commerce Cloud Store pant and you are set to go!,We are obsessed with this tie front printed blouse. Pair it with a great Commerce Cloud Store pant and you are set to go!,Tie Front Printed Blouse,We are obsessed with this tie front printed blouse. Pair it with a great Commerce Cloud Store pant and you are set to go!,,color=Multi; size=12,1,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw7dd4a88e/images/large/PG.10225896.JJ5AEXX.PZ.jpg,
25518174M,Button Front Crew Neck Cardigan,,,,,master,USD,46.99,,,true,800,800,womens-clothing-tops,We took this classic cardigan and updated it with a modern scroll pattern.,We took this classic cardigan and updated it with a modern scroll pattern.,Button Front Crew Neck Cardigan,We took this classic cardigan and updated it with a modern scroll pattern.,,color=Grey Heather Multi|Begonia Multi; size=S|M|L|XL,8,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw1a4fc17b/images/large/PG.10217025.JJ1MCE6.PZ.jpg,
25589220M,Animal print Boat Neck Sweater,,,,,master,USD,80.99,,,true,400,400,womens-clothing-tops,This dolman sleeve animal print top is a Commerce Cloud Store favorite! It is a perfect outfit completer that is sure to turn heads,This dolman sleeve animal print top is a Commerce Cloud Store favorite! It is a perfect outfit completer that is sure to turn heads,Animal print Boat Neck Sweater,This dolman sleeve animal print top  is a Commerce Cloud Store favorite! It is a perfect outfit completer that is sure to turn heads,,color=Multi; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw4214f452/images/large/PG.10235006.JJZ01XX.PZ.jpg,
25591144M,Dot Tie Front Blouse,,,,,master,USD,47.99,,,true,198,198,womens-clothing-tops,Take a dot print and update it with a tie waist. That gives you a perfect blouse for day or evening in a head turning pattern,Take a dot print and update it with a tie waist. That gives you a perfect blouse for day or evening in a head turning pattern,Dot Tie Front Blouse,Take a dot print and update it with a tie waist. That gives you a perfect blouse for day or evening in a head turning pattern,,color=Black & White; size=M|L,2,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw90affa23/images/large/PG.10232708.JJ0DDXX.PZ.jpg,
25493728M,Sleeveless Scoop Neck Shell,,,,,master,USD,40.99,,,true,400,400,womens-clothing-tops,We took this classic shell and updated it with this season's favorite colors.,We took this classic shell and updated it with this season's favorite colors.,Sleeveless Scoop Neck Shell,We took this classic shell and updated it with this season's favorite colors.,,color=Crocus; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwa7c7b8c4/images/large/PG.10218069.JJ5ZQB2.PZ.jpg,
25502240M,Elbow Sleeve Ribbed Sweater,,,,,master,USD,65.99,,,true,400,400,womens-clothing-tops,"Layer this sweater under a great Commerce Cloud Store cardigan, or wear it alone. Dress it up with a great piece of Commerce Cloud Store jewelry.","Layer this sweater under a great Commerce Cloud Store cardigan, or wear it alone. Dress it up with a great piece of Commerce Cloud Store jewelry.",Elbow Sleeve Ribbed Sweater,"Layer this sweater under a great Commerce Cloud Store cardigan, or wear it alone. Dress it up with a great piece of Commerce Cloud Store jewelry.",,color=Fennel; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw4fc263ed/images/large/PG.10215187.JJDS0XX.PZ.jpg,
25518344M,Pleated Bib Long Sleeve Shirt,,,,,master,USD,47.99,,,true,400,400,womens-clothing-tops,This is a feminine take on a tuxedo classic. Pair it with a pair of Commerce Cloud Store slacks.,This is a feminine take on a tuxedo classic. Pair it with a pair of Commerce Cloud Store slacks.,Pleated Bib Long Sleeve Shirt,This is a feminine take on a tuxedo classic.  Pair it with a pair of Commerce Cloud Store slacks.,,color=Silver Grey; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw82a8cec1/images/large/PG.10201818.JJ1ANXX.PZ.jpg,
25518447M,Quilted Jacket,,,,,master,USD,110.99,,,true,116,116,womens-clothing-jackets,A classic quilted car coat looks new again. Add a great Commerce Cloud Store top for a perfect look.,A classic quilted car coat looks new again. Add a great Commerce Cloud Store top for a perfect look.,Quilted Jacket,A classic quilted car coat looks new again.  Add a great Commerce Cloud Store top for a perfect look.,,color=royal; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw79eda419/images/large/PG.10205921.JJ5FUXX.PZ.jpg,
25518944M,Long Sleeve Shirt With Twist Detail,,,,,master,USD,47.99,,,true,400,400,womens-clothing-tops,"Classically designed, this shirt is perfect to pair with a great Commerce Cloud Store skirt or pant.","Classically designed, this shirt is perfect to pair with a great Commerce Cloud Store skirt or pant.",Long Sleeve Shirt With Twist Detail,"Classically designed, this shirt is perfect to pair with a great Commerce Cloud Store skirt or pant.",,color=White; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw692dde81/images/large/PG.10202168.JJI15XX.PZ.jpg,
25518724M,Long Sleeve Striped Button Down,,,,,master,USD,40.99,,,true,400,400,womens-clothing-tops,We took this classic silhouette and updated this shirt vertical stripe for a slimming look.,We took this classic silhouette and updated this shirt vertical stripe for a slimming look.,Long Sleeve Striped Button Down,We took this classic silhouette and updated this shirt vertical stripe for a slimming look.,,color=Multi; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw0b6def7f/images/large/PG.10207048.JJZ01XX.PZ.jpg,
25592581M,Floral Dress,,,,,master,USD,129,,,true,460,460,womens-clothing-dresses,Feel the warm breeze in this versatile printed floral wrap dress. Polish off this look with a great pair of strappy sandals for a night on the town.,Feel the warm breeze in this versatile printed floral wrap dress. Polish off this look with a great pair of strappy sandals for a night on the town.,Floral Dress,Feel the warm breeze in this versatile printed floral wrap dress. Polish off this look with a great pair of strappy sandals for a night on the town.,,color=Hot Pink Combo; size=4|6|8|10|16,5,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw39e829eb/images/large/PG.10237222.JJB52A0.PZ.jpg,
25519002M,Trench Coat,,,,,master,USD,124.99,,,true,399,399,womens-clothing-jackets,Our favorite trench coat is updated in a new color for the season.,Our favorite trench coat is updated in a new color for the season.,Trench Coat,Our favorite trench coat is updated in a new color for the season.,,color=Blue Fox Multi; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwc8ad0f98/images/large/PG.10205949.JJBK1A0.PZ.jpg,
25589753M,Pack-And-Go Dress,,,,,master,USD,129,,,true,398,398,womens-clothing-dresses,"What a perfect dress for business travel. Pack this mock wrap sleek knit dress in a suitcase, and it will pop out ready to wear.","What a perfect dress for business travel. Pack this mock wrap sleek knit dress in a suitcase, and it will pop out ready to wear.",Pack-And-Go Dress,"What a perfect dress for business travel. Pack this mock wrap sleek knit dress in a suitcase, and it will pop out ready to wear.",,color=Black; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw48da0aec/images/large/PG.10239018.JJ3WCXX.PZ.jpg,
25688473M,Mixed Floral Color Twist Front Dress,,,,,master,USD,109,,,true,500,500,womens-clothing-dresses,You will love the way you feel in the dress. The color makes you feel like center of attention. Wear to your next occasion!,You will love the way you feel in the dress. The color makes you feel like center of attention. Wear to your next occasion!,Mixed Floral Color Twist Front Dress,You will love the way you feel in the dress. The color makes you feel like center of attention. Wear to your next occasion!,,color=Hot Pink Combo; size=4|6|8|10|14,5,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw63fbc877/images/large/PG.10227873.JJB52A0.PZ.jpg,
25795715M,Floral Jersey Dress (Petite),,,,,master,USD,118,,,true,97,97,womens-clothing-dresses,You will love feeling of this dress! Wear this dress to your next occasion.,You will love feeling of this dress! Wear this dress to your next occasion.,Floral Jersey Dress (Petite),You will love feeling of this dress! Wear this dress to your next occasion.,,color=Ink Multi; size=14P,1,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw7b5da64a/images/large/PG.10252014.JJ2BWXX.PZ.jpg,
25591227M,Floral Ruffle Top,,,,,master,USD,54.99,,,true,398,398,womens-clothing-tops,Pair our favorite floral ruffle shirt with our new wide leg pants. You can dress this up or down for a perfect look.,Pair our favorite floral ruffle shirt with our new wide leg pants. You can dress this up or down for a perfect look.,Floral Ruffle Top,Pair our favorite floral ruffle shirt with our new wide leg pants. You can dress this up or down for a perfect look.,,color=Cardinal Red Multi; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw80db0048/images/large/PG.10240939.JJ9DFXX.PZ.jpg,
25594754M,Striped Multi Color Scarf,,,,,master,USD,34,,,true,192,192,womens-accessories-scarves,This striped multi color scarf is irresistibly stylish. Add to any outfit for additional flare!,This striped multi color scarf is irresistibly stylish. Add to any outfit for additional flare!,Striped Multi Color Scarf,This striped multi color scarf is irresistibly stylish. Add to any outfit for additional flare!,,color=Mist|Grey,2,3,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw267a2e9a/images/large/PG.1033094OC.BLMISFB.PZ.jpg,
25591418M,Flat Front Open Jacket,,,,,master,USD,148.99,,,true,700,700,womens-clothing-jackets,You can never go wrong with a classic suit jacket. Add a classic scoop neck shell and pump.,You can never go wrong with a classic suit jacket. Add a classic scoop neck shell and pump.,Flat Front Open Jacket,You can never go wrong with a classic suit jacket.  Add a classic scoop neck shell and pump.,,color=Ink Multi; size=4|6|8|10|12|14|16,7,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwa9f85d57/images/large/PG.10226204.JJ7ZVXX.PZ.jpg,
25564426M,Denim Shirt Jacket,,,,,master,USD,47.99,,,true,400,400,womens-clothing-tops,"A roll tab sleeve, 2 pockets and a relaxed fit make this shirt jacket a wardrobe completer.","A roll tab sleeve, 2 pockets and a relaxed fit make this shirt jacket a wardrobe completer.",Denim Shirt Jacket,"A roll tab sleeve, 2 pockets and a relaxed fit make this shirt jacket a wardrobe completer.",,color=Indigo; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw387658cc/images/large/PG.10231764.JJ975XX.PZ.jpg,
25589100M,One Button Jacket,,,,,master,USD,155.99,,,true,700,700,womens-clothing-jackets,Our best selling stand collar jacket is new this year in this seasons newest color. Wear the cuff folded upon down. Add a matching skirt and you will be set to go!,Our best selling stand collar jacket is new this year in this seasons newest color. Wear the cuff folded upon down. Add a matching skirt and you will be set to go!,One Button Jacket,Our best selling stand collar jacket is new this year in this seasons newest color. Wear the cuff folded upon down. Add a matching skirt and you will be set to go!,,color=Cobalt; size=4|6|8|10|12|14|16,7,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwe0bcf0dd/images/large/PG.10226297.JJ555XX.PZ.jpg,
25590960M,Double Collar Striped Shirt,,,,,master,USD,43.99,,,true,397,397,womens-clothing-tops,We've updated a basic short sleeve shirt with a double collar and cuffs. Pair it with a classic trouser and you are set to go!,We've updated a basic short sleeve shirt with a double collar and cuffs. Pair it with a classic trouser and you are set to go!,Double Collar Striped Shirt,We've updated a basic short sleeve shirt with a double collar and cuffs. Pair it with a classic trouser and you are set to go!,,color=Cardinal Red & Black; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwd4bee03c/images/large/PG.10216661.JJK36XX.PZ.jpg,
25589587M,Sleeveless Shell,,,,,master,USD,74,,,true,300,300,womens-clothing-tops,Our best selling shell has been updated with a textured pattern. Pair it with its matching cardigan and you are ready for the boardroom.,Our best selling shell has been updated with a textured pattern. Pair it with its matching cardigan and you are ready for the boardroom.,Sleeveless Shell,Our best selling shell has been updated with a textured pattern.  Pair it with its matching cardigan and you are ready for the boardroom.,,color=Multi; size=S|M|L,3,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwc8b1817c/images/large/PG.10234922.JJZ01XX.PZ.jpg,
